order_item_id,order_id,product_id,quantity,item_price_inr
900135,7001153,30577,4,961.48
900136,7006805,30966,7,1112.14
900137,7009737,30538,3,96.73
900138,7014391,30748,8,288.22
900139,7002002,30516,3,265.53
900140,7005564,31063,1,565.94
900141,7010039,31373,2,1105.31
900142,7014720,31147,12,11.15
900143,7000902,30038,10,1083.22
900144,7008762,30993,2,828.44
900145,7002079,30991,5,529.14
900146,7000700,31123,1,1062.98
900147,7010134,31436,10,591.27
900148,7004095,31317,3,925.79
900149,7009098,30172,9,71.34
900150,7010323,31477,4,961.15
900151,7001347,30637,11,206.9
900152,7006507,30168,11,940.22
900153,7005537,31131,3,599.5
900154,7009230,30207,3,959.97
900155,7007689,31109,2,495.98
900156,7006341,31040,8,218.03
900157,7008143,30975,7,79.69
900158,7008433,30120,1,756.55
900159,7001548,30218,4,1136.95
900160,7005955,30484,1,78.66
900161,7004588,31053,10,486.09
900162,7007513,30521,3,627.82
900163,7010329,31463,2,321.15
900164,7009162,31293,8,118.53
900165,7008055,30999,5,955.28
900166,7004153,30884,4,523.81
900167,7006189,30961,1,262.14
900168,7005158,30408,8,1079.78
900169,7014597,30954,9,522.42
900170,7000684,30428,4,878.44
900171,7006071,30456,3,507.73
900172,7003955,30827,11,398.99
900173,7007332,30845,1,441.08
900174,7011933,30582,4,608.46
900175,7004173,31466,-5,1171.14
900176,7004503,30915,8,100.59
900177,7002094,30987,2,23.56
900178,7014177,30007,10,690.81
900179,7003166,31296,8,501.83
900180,7013490,30791,12,
900181,7011660,31275,11,834.07
900182,7012848,30239,7,1027.32
900183,7011063,31325,11,988.89
900184,7010606,30107,2,708.88
900185,7013875,30285,2,804.4
900186,7010768,30502,9,944.27
900187,7000104,31098,5,1139.95
900188,7009470,30727,1,
900189,7008936,30110,4,109.48
900190,7014954,30392,6,330.49
900191,7004064,30346,1,632.55
900192,7012179,30797,5,267.96
900193,7011268,30097,10,805.82
900194,7003150,30596,11,260.19
900195,7013344,31219,9,681.83
900196,7004075,31287,12,1196.89
900197,7012367,30767,11,355.83
900198,7007492,30604,9,297.39
900199,7002923,31249,12,
900200,7014206,30561,3,
900201,7006871,30321,1,497.47
900202,7003727,30943,4,782.89
900203,7008965,31465,6,
900204,7010265,30057,8,936.83
900205,7001362,30778,8,767.22
900206,7006144,30539,9,101.64
900207,7007515,31008,9,335.95
900208,7007272,30660,11,1161.1
900209,7001598,31406,1,23.4
900210,7007075,30781,7,598.31
900211,7002702,31251,5,763.97
900212,7005056,30885,11,493.03
900213,7000774,31106,12,405.71
900214,7010983,30097,8,
900215,7003648,30914,12,507.02
900216,7006269,30315,-11,507.69
900217,7012406,30263,7,440.6
900218,7000219,30170,8,436.05
900219,7008600,30354,7,159.87
900220,7003895,30418,7,424.16
900221,7014921,30581,7,167.25
900222,7000572,31446,1,315.92
900223,7001555,31092,12,867.51
900224,7008539,30747,5,735.74
900225,7004168,30022,4,764.28
900226,7008204,31218,6,71.09
900227,7000825,30628,9,595.34
900228,7000806,30785,5,712.98
900229,7000859,31115,2,429.18
900230,7002753,31269,3,191.67
900231,7001164,30248,7,936.87
900232,7009473,30010,8,136.01
900233,7011025,30933,4,269.93
900234,7014224,30306,6,140.39
900235,7007410,30114,1,1156.87
900236,7008007,30875,1,812.91
900237,7005827,30401,6,644.53
900238,7005959,30510,7,
900239,7014996,30110,12,646.98
900240,7002530,30620,5,908.71
900241,7002236,30224,10,768.37
900242,7000191,30951,3,121.41
900243,7002699,30733,1,263.38
900244,7008870,31144,2,561.38
900245,7009414,30676,4,564.01
900246,7009266,30445,8,1106.31
900247,7005782,31091,11,572.85
900248,7008411,30628,1,810.27
900249,7009026,30188,4,
900250,7011928,31323,5,1055.14
900251,7005412,31338,12,110.37
900252,7014117,30115,7,84.25
900253,7001646,30588,12,1126.52
900254,7004819,30245,2,556.24
900255,7009546,30186,1,
900256,7003304,30323,12,675.28
900257,7002694,30208,9,1188.96
900258,7009705,30268,3,121.95
900259,7009076,30091,3,948.93
900260,7010504,31235,9,733.19
900261,7008977,30396,10,40.17
900262,7014052,31412,2,766.97
900263,7002960,30916,4,82.37
900264,7002129,30111,12,1111.56
900265,7008723,30350,10,231.97
900266,7009156,30839,4,395.55
900267,7013378,30230,5,1009.6
900268,7014656,31362,5,761.67
900269,7002927,31182,1,615.24
900270,7009536,31449,10,509.18
900271,7005362,30552,3,319.05
900272,7002341,31338,2,904.6
900273,7006384,31096,11,366.23
900274,7001995,31068,6,316.84
900275,7009606,30598,11,1039.13
900276,7011355,30973,11,268.05
900277,7001238,30125,9,392.06
900278,7012917,30797,9,280.12
900279,7011747,31302,1,837.27
900280,7007164,31306,3,667.5
900281,7005830,30252,6,399.3
900282,7000750,30836,9,1097.54
900283,7013942,31133,4,618.84
900284,7000269,30857,11,638.97
900285,7003205,31190,4,299.44
900286,7009792,31165,11,868.65
900287,7001212,31009,1,267.0
900288,7000216,31296,1,328.85
900289,7010922,30172,9,
900290,7011841,31368,8,1112.83
900291,7002954,31096,6,336.23
900292,7010746,30227,8,762.1
900293,7005508,31312,5,265.29
900294,7013822,31444,11,167.36
900295,7009563,30865,7,1088.38
900296,7012995,31350,8,512.4
900297,7000884,31114,4,120.43
900298,7002957,31445,7,1160.34
900299,7005796,30538,3,797.34
900300,7012584,30077,-1,
900301,7012828,30831,6,523.9
900302,7012848,30233,10,324.32
900303,7006966,30007,5,
900304,7004251,30212,6,1024.0
900305,7011490,30966,9,883.61
900306,7007486,30856,12,306.79
900307,7011317,30816,2,730.9
900308,7014481,30390,11,
900309,7000112,31013,6,
900310,7014351,31149,10,25.11
900311,7006670,30966,1,717.9
900312,7003208,30036,2,809.35
900313,7012988,30644,3,
900314,7012526,31048,7,1066.96
900315,7009834,30959,5,689.46
900316,7013698,30604,4,65.91
900317,7003524,30577,1,542.43
900318,7014003,30745,10,557.96
900319,7004959,31491,3,1091.19
900320,7010275,31052,6,1096.01
900321,7009091,30374,7,407.39
900322,7014375,30381,5,1087.73
900323,7012901,31005,10,
900324,7000010,30891,6,339.89
900325,7011851,30769,11,921.76
900326,7001758,31238,8,1078.4
900327,7007617,30405,4,143.2
900328,7011779,31252,12,1046.21
900329,7000983,31262,11,67.17
900330,7014395,30260,6,350.8
900331,7003751,31320,3,946.3
900332,7001926,30499,5,820.24
900333,7012611,31162,8,873.98
900334,7007892,30128,10,576.44
900335,7001441,30549,1,823.5
900336,7001415,31429,9,597.67
900337,7002646,30785,1,575.15
900338,7013945,30854,2,549.19
900339,7009279,30901,9,1157.33
900340,7012175,30313,4,857.33
900341,7006559,30447,1,90.12
900342,7004199,30133,4,805.97
900343,7014994,30044,8,792.13
900344,7010485,30141,5,387.55
900345,7002008,30723,11,29.65
900346,7003340,30022,5,616.52
900347,7010282,30049,4,930.35
900348,7002361,31170,3,561.98
900349,7011541,31429,12,1090.23
900350,7014734,30350,7,1095.93
900351,7014531,30493,12,803.73
900352,7004815,30500,9,1137.57
900353,7010712,30200,4,344.73
900354,7010085,30912,4,840.06
900355,7006017,31101,12,112.93
900356,7005090,30197,4,190.62
900357,7001123,31254,4,528.91
900358,7014121,30046,1,309.25
900359,7004256,31175,10,217.43
900360,7013803,30645,10,893.5
900361,7013692,30742,2,1160.23
900362,7004913,30063,4,697.35
900363,7006524,30530,1,277.06
900364,7003052,31364,2,585.56
900365,7014804,31101,5,494.72
900366,7012205,30214,6,936.27
900367,7004904,30425,2,886.06
900368,7008148,30278,12,264.2
900369,7002695,31213,7,531.61
900370,7000576,30321,4,506.84
900371,7001426,31104,9,522.44
900372,7009577,31397,9,
900373,7007154,30397,8,897.28
900374,7013456,31278,5,1104.7
900375,7013042,30266,8,530.51
900376,7012127,30233,10,188.09
900377,7009492,30408,12,247.0
900378,7006811,30214,3,126.74
900379,7006540,31118,8,958.61
900380,7000772,30210,3,306.32
900381,7006752,30485,10,1182.95
900382,7002184,31199,2,985.78
900383,7000878,30020,1,451.61
900384,7012100,30359,10,612.32
900385,7008864,31071,6,362.67
900386,7006266,31225,11,1019.88
900387,7012464,30146,9,640.41
900388,7003329,30921,9,1011.28
900389,7008818,30540,7,475.44
900390,7005981,30119,9,821.29
900391,7011289,31486,12,158.32
900392,7007955,30453,6,
900393,7008351,30356,4,
900394,7012121,30935,10,
900395,7008054,30501,2,466.82
900396,7003190,30912,4,490.49
900397,7013274,31096,10,737.68
900398,7002899,30432,5,486.52
900399,7002905,31430,9,686.87
900400,7005693,30692,3,65.65
900401,7005172,30406,12,
900402,7011091,30704,8,101.66
900403,7003476,31068,6,742.71
900404,7000626,31434,8,333.07
900405,7014433,30446,-4,519.78
900406,7008300,31126,7,1158.07
900407,7005763,30612,12,223.53
900408,7011474,30884,10,133.52
900409,7001583,31368,6,1018.65
900410,7005219,30223,3,496.49
900411,7002738,30909,8,414.9
900412,7005713,30746,4,
900413,7013540,30692,10,586.79
900414,7004967,30665,9,821.17
900415,7003161,30880,8,642.43
900416,7003866,30603,10,297.43
900417,7003618,31272,8,416.74
900418,7000362,30146,6,892.3
900419,7011115,31432,8,654.92
900420,7003433,30454,11,1084.16
900421,7012525,31209,1,314.79
900422,7008465,30559,6,829.16
900423,7008852,30599,6,837.9
900424,7004404,30361,6,309.57
900425,7001625,30780,6,148.69
900426,7009921,30351,3,995.46
900427,7008019,31251,-5,559.8
900428,7014075,31094,6,1165.76
900429,7005944,30493,2,
900430,7001783,31436,12,458.98
900431,7005054,31195,11,419.97
900432,7009411,31057,9,373.4
900433,7012283,30775,1,182.59
900434,7008450,31329,1,262.29
900435,7006558,31215,-8,624.99
900436,7013544,31005,5,396.78
900437,7000669,30617,9,930.79
900438,7000947,30293,1,549.98
900439,7001093,30762,6,609.91
900440,7000306,31263,2,1019.16
900441,7000760,30817,11,273.02
900442,7010057,30111,5,922.62
900443,7006834,31303,8,1125.55
900444,7011976,30973,2,117.84
900445,7012919,30514,10,995.85
900446,7006819,30249,10,120.42
900447,7013763,30127,3,112.3
900448,7001775,31388,10,229.37
900449,7012540,30884,10,613.27
900450,7008276,30471,6,1027.27
900451,7000183,30780,4,266.48
900452,7007225,31458,6,611.33
900453,7000161,31255,1,1055.58
900454,7007406,30229,3,116.38
900455,7002934,31176,7,1070.89
900456,7008527,31226,11,699.25
900457,7006312,30911,3,41.7
900458,7014108,31275,10,1146.08
900459,7006756,30948,11,327.61
900460,7001448,30372,9,289.91
900461,7008575,30658,12,80.85
900462,7005138,30042,8,187.01
900463,7013417,31375,8,464.62
900464,7002011,30091,7,1003.86
900465,7007785,31161,9,25.49
900466,7008196,31176,2,680.05
900467,7004997,30499,8,919.69
900468,7006697,30828,10,1042.19
900469,7000703,30649,7,229.25
900470,7010387,30376,9,501.09
900471,7010288,30831,7,110.62
900472,7001270,30601,2,1044.57
900473,7005867,31278,10,
900474,7009877,30836,2,846.2
900475,7004572,30490,2,931.12
900476,7011179,30991,11,880.25
900477,7014520,30963,9,274.59
900478,7009003,30891,2,1048.87
900479,7004565,30918,2,465.75
900480,7011840,30080,5,566.7
900481,7006848,30573,6,346.29
900482,7013691,30603,6,1117.93
900483,7009191,30253,10,1109.87
900484,7002587,30858,6,320.06
900485,7005973,30120,10,914.73
900486,7007667,30215,7,915.93
900487,7007982,30783,8,264.73
900488,7007104,30453,2,791.92
900489,7010540,31291,8,722.89
900490,7012577,31039,11,30.39
900491,7006115,30051,6,989.96
900492,7009691,30903,7,589.3
900493,7013612,31348,1,637.59
900494,7006289,30608,4,855.38
900495,7002094,30739,7,824.75
900496,7005299,31090,7,434.26
900497,7009060,30469,7,149.03
900498,7012346,30757,1,417.19
900499,7010673,30379,3,
900500,7000106,31402,4,1116.44
900501,7007353,30444,6,1081.78
900502,7007717,31080,5,1097.51
900503,7005434,30267,4,504.91
900504,7005112,30186,8,577.96
900505,7003587,30418,8,
900506,7002369,31177,12,
900507,7010836,31005,9,565.59
900508,7000155,30300,3,394.65
900509,7006259,30808,10,202.99
900510,7004882,31420,12,201.76
900511,7007805,30672,7,616.36
900512,7008757,31044,1,837.63
900513,7014655,30163,6,190.89
900514,7012757,30183,4,1118.49
900515,7014344,30280,2,
900516,7002445,31157,7,1144.0
900517,7008869,30544,3,307.43
900518,7005358,31405,1,853.66
900519,7013135,31023,11,599.32
900520,7001004,30485,10,23.39
900521,7012130,30790,3,1124.64
900522,7007930,31170,8,714.6
900523,7008905,31259,3,1194.05
900524,7010226,30139,11,689.02
900525,7003909,30288,7,587.14
900526,7006405,30731,12,641.99
900527,7010731,31242,11,973.31
900528,7012031,31275,1,1186.12
900529,7004406,30141,3,232.53
900530,7000460,30155,11,1168.86
900531,7001617,30726,9,1188.88
900532,7014652,31314,3,1105.69
900533,7008466,31279,7,717.02
900534,7000551,30192,7,822.21
900535,7009504,30127,10,130.3
900536,7005017,31034,6,939.64
900537,7010791,30916,9,489.75
900538,7002056,30821,-9,818.66
900539,7014446,30380,11,973.26
900540,7013881,31462,3,453.3
900541,7012650,30309,6,809.23
900542,7001898,30649,10,896.29
900543,7008162,31177,11,11.49
900544,7003826,30574,9,387.18
900545,7012411,30701,4,942.27
900546,7002605,30690,12,629.42
900547,7010756,31047,7,781.48
900548,7008974,30352,6,658.04
900549,7013058,30067,10,260.81
900550,7010532,31463,1,598.55
900551,7013880,30286,12,830.24
900552,7014278,30538,4,908.03
900553,7000524,31114,4,70.45
900554,7005555,31473,12,
900555,7002692,31304,7,808.97
900556,7008924,31369,4,300.36
900557,7002276,31112,12,622.77
900558,7014376,31279,4,1064.06
900559,7008505,31015,6,1143.76
900560,7000246,30159,3,922.35
900561,7008103,30446,8,325.31
900562,7013183,30339,3,781.8
900563,7012437,31360,8,1017.0
900564,7011254,30990,4,157.22
900565,7008232,31040,12,215.05
900566,7003973,31148,2,725.99
900567,7001369,30167,12,898.68
900568,7002357,31471,11,948.14
900569,7001345,30002,12,
900570,7012344,30967,10,76.52
900571,7000223,30011,8,748.09
900572,7006134,30788,12,575.88
900573,7000032,30591,5,760.77
900574,7005726,30486,9,106.71
900575,7014475,30617,12,434.19
900576,7010113,30102,6,1071.62
900577,7009222,31238,8,
900578,7013711,31256,10,1021.34
900579,7012991,30128,7,282.2
900580,7008188,30822,10,927.78
900581,7012261,30165,12,479.21
900582,7010711,30007,3,278.51
900583,7008168,31193,5,1028.8
900584,7002035,31372,9,585.56
900585,7001335,30992,10,
900586,7008274,30976,3,615.28
900587,7000598,30425,1,600.37
900588,7000008,30532,1,1097.62
900589,7002796,31117,12,590.75
900590,7007428,30915,6,1163.99
900591,7005323,30203,2,1097.32
900592,7000852,31433,3,354.72
900593,7008789,30906,8,211.08
900594,7006942,31128,2,132.74
900595,7012915,30332,8,855.26
900596,7003217,30013,8,116.16
900597,7004283,30439,5,15.29
900598,7004908,30948,6,407.51
900599,7000084,31392,7,420.47
900600,7012078,31263,7,497.14
900601,7000412,31475,2,1008.86
900602,7004475,31450,7,969.81
900603,7007744,30701,5,1015.91
900604,7011975,30683,6,63.52
900605,7010837,30770,3,567.13
900606,7010674,31483,4,816.3
900607,7003992,30231,5,706.09
900608,7011946,30467,2,688.63
900609,7012747,30520,7,231.35
900610,7008124,30060,1,1035.47
900611,7005003,30536,12,78.12
900612,7005672,30377,3,149.74
900613,7002205,30258,5,1049.97
900614,7000922,30389,2,46.45
900615,7009623,30213,3,926.2
900616,7003975,30958,2,272.49
900617,7005185,31480,9,
900618,7012819,30499,9,1115.81
900619,7001369,31271,12,910.23
900620,7005519,30099,5,
900621,7004865,31009,4,998.33
900622,7014717,31225,7,1147.23
900623,7009586,31025,8,657.72
900624,7012573,31227,4,411.34
900625,7012757,31393,9,813.4
900626,7010685,30063,2,158.45
900627,7004508,31245,2,430.77
900628,7007720,31211,4,425.65
900629,7010333,31145,5,974.18
900630,7014372,30500,2,1180.36
900631,7009612,30684,11,59.95
900632,7001358,30995,12,1046.57
900633,7004286,31435,7,537.07
900634,7001446,31133,10,317.6
900635,7003022,31413,5,453.13
900636,7010225,30254,12,297.63
900637,7009999,30732,6,964.66
900638,7005317,30655,5,577.31
900639,7002168,30029,5,1038.96
900640,7001617,30214,8,864.45
900641,7014227,31269,12,652.54
900642,7000189,30747,2,333.43
900643,7000013,30957,1,579.33
900644,7013418,30424,3,822.2
900645,7005354,31483,8,1040.46
900646,7009999,31424,7,
900647,7009951,31452,2,724.76
900648,7008681,30306,9,183.77
900649,7012929,30877,1,1080.86
900650,7003229,30086,12,989.06
900651,7010883,30088,5,198.15
900652,7013262,30643,5,693.32
900653,7002335,30204,12,789.81
900654,7000233,30187,9,782.31
900655,7013098,30430,11,134.38
900656,7009579,31424,5,354.39
900657,7008148,30813,9,784.34
900658,7011957,31226,4,1052.79
900659,7004821,30509,12,125.57
900660,7000115,31404,9,702.01
900661,7003907,30334,2,557.13
900662,7005019,30379,3,103.58
900663,7009327,31242,1,195.34
900664,7008158,30872,12,
900665,7000210,30808,8,1177.23
900666,7008141,30797,2,999.16
900667,7001067,30822,7,623.1
900668,7005548,30040,4,492.15
900669,7002680,31209,6,853.19
900670,7013896,31275,5,86.44
900671,7001483,30761,5,1139.62
900672,7008372,30009,9,271.11
900673,7014499,30285,7,342.02
900674,7001369,30864,12,342.06
900675,7010255,31468,6,
900676,7009647,30253,4,1094.43
900677,7011137,31489,1,963.84
900678,7005722,31479,2,242.56
900679,7008893,30887,1,558.15
900680,7002047,30541,12,1143.94
900681,7005867,30642,12,752.1
900682,7005746,31441,11,529.85
900683,7010358,30914,4,818.16
900684,7001259,31342,11,536.59
900685,7001663,30075,9,798.6
900686,7000024,30443,11,641.17
900687,7014013,30833,1,592.9
900688,7013025,30982,8,242.09
900689,7003796,31415,12,824.05
900690,7012516,31321,4,276.45
900691,7006097,31097,9,746.93
900692,7013971,30988,10,869.86
900693,7009240,31155,4,554.4
900694,7009268,30255,10,110.86
900695,7013496,31390,5,1027.82
900696,7006582,30163,11,538.18
900697,7001765,31168,5,413.02
900698,7011153,30249,5,153.81
900699,7007498,30376,3,590.17
900700,7000907,30591,1,230.17
900701,7013448,30873,1,181.48
900702,7003465,31439,5,38.34
900703,7007745,30828,10,960.17
900704,7011710,30934,8,518.54
900705,7011803,30229,10,345.24
900706,7003564,30374,-4,77.68
900707,7009139,30498,-11,969.93
900708,7008440,31060,9,141.43
900709,7004926,30653,1,299.84
900710,7002816,30295,3,424.61
900711,7014693,30577,10,967.06
900712,7011416,31081,10,15.52
900713,7014768,30751,10,1100.58
900714,7005237,30793,10,842.12
900715,7004824,30202,1,1035.78
900716,7012710,30562,12,288.63
900717,7010981,30614,5,
900718,7003315,30992,6,101.63
900719,7003916,30601,2,1005.84
900720,7004158,30674,10,551.21
900721,7006969,30218,1,
900722,7008352,30783,8,371.31
900723,7003978,30461,7,819.91
900724,7006056,30824,12,570.91
900725,7006476,30976,3,538.33
900726,7009877,30356,7,858.42
900727,7004803,30734,1,267.68
900728,7004508,31354,6,917.08
900729,7007852,30690,-12,812.34
900730,7010278,30949,6,708.11
900731,7006549,30083,10,912.95
900732,7012030,30923,7,
900733,7006555,30471,1,716.32
900734,7012564,31496,8,513.33
900735,7009679,31480,1,284.09
900736,7013089,31278,11,336.38
900737,7008422,30036,12,760.25
900738,7009165,30948,9,164.84
900739,7002499,30866,12,568.33
900740,7012387,30120,10,813.32
900741,7010540,30241,4,529.19
900742,7001459,30056,8,783.32
900743,7008213,30466,12,697.05
900744,7002769,30538,12,830.25
900745,7014500,30592,2,17.6
900746,7001041,30642,8,668.5
900747,7005855,30036,12,711.68
900748,7011313,31092,4,713.78
900749,7013483,31005,8,56.36
900750,7004239,30194,12,63.79
900751,7011601,31490,9,1162.37
900752,7003014,31371,5,63.51
900753,7012397,30213,6,386.95
900754,7012198,30311,11,1030.15
900755,7001336,30007,9,1038.63
900756,7008713,31199,1,1127.76
900757,7001479,30299,2,1070.53
900758,7012407,31217,1,1071.88
900759,7013628,31329,12,1032.89
900760,7013112,30011,1,909.81
900761,7010416,31230,11,390.72
900762,7012445,30602,2,726.91
900763,7001201,31398,4,1133.48
900764,7002463,30101,1,110.27
900765,7012123,30483,7,896.74
900766,7013325,30552,11,460.75
900767,7007412,30257,2,585.47
900768,7009465,30578,6,779.77
900769,7001077,30656,8,988.74
900770,7004407,30098,7,17.12
900771,7005184,30666,3,610.11
900772,7002847,30995,11,972.54
900773,7002016,30250,6,823.42
900774,7011368,30120,2,985.18
900775,7002875,30401,10,579.24
900776,7004492,30358,1,1088.87
900777,7004019,31369,11,1106.01
900778,7014870,30102,12,510.22
900779,7004885,30522,7,934.94
900780,7002442,30820,10,29.43
900781,7009512,30369,3,785.57
900782,7013508,30158,9,589.67
900783,7002961,30475,2,752.5
900784,7007708,30175,5,745.64
900785,7000178,31185,8,1087.92
900786,7006118,30154,12,443.24
900787,7010533,31208,9,359.23
900788,7011403,30858,9,535.2
900789,7004071,30105,-8,
900790,7006013,30041,9,276.51
900791,7003600,30957,12,1090.92
900792,7014904,31045,12,93.28
900793,7011390,31403,4,405.97
900794,7001112,31057,10,1108.45
900795,7000257,31228,9,1108.41
900796,7014090,30465,8,618.35
900797,7008269,30341,2,142.63
900798,7007356,30424,12,665.31
900799,7010915,31334,11,963.48
900800,7013555,30343,7,670.73
900801,7006431,31107,10,53.33
900802,7002170,30964,7,
900803,7009751,30234,11,1170.04
900804,7005684,30776,3,783.87
900805,7005061,31383,1,115.24
900806,7007223,30752,8,
900807,7013953,30673,2,1084.09
900808,7009429,30059,9,1047.47
900809,7012846,30761,2,1062.15
900810,7014422,30824,12,1111.72
900811,7008146,30376,12,1141.7
900812,7009427,30058,12,110.64
900813,7012444,30390,1,79.71
900814,7009631,30900,6,232.48
900815,7005147,31469,11,408.13
900816,7010189,30562,6,20.72
900817,7014359,30101,2,870.46
900818,7012213,30871,9,591.49
900819,7005096,30603,2,148.47
900820,7007180,30071,8,124.4
900821,7009694,30992,3,165.84
900822,7004566,30812,1,700.81
900823,7011402,31064,-11,475.05
900824,7011654,31455,6,386.17
900825,7002384,30570,4,1090.41
900826,7013723,30470,8,388.86
900827,7006011,30199,8,
900828,7001711,30166,11,361.85
900829,7007642,31113,8,1096.96
900830,7012472,30805,1,804.31
900831,7010903,31436,3,135.05
900832,7010643,30736,2,645.07
900833,7002770,30711,2,742.17
900834,7003262,30511,11,17.1
900835,7006968,31293,5,183.98
900836,7009549,31380,1,772.25
900837,7008121,31162,11,215.03
900838,7009344,31120,7,1172.18
900839,7014177,30521,3,994.59
900840,7000603,31062,3,270.06
900841,7007152,30029,3,306.58
900842,7005292,30008,5,997.61
900843,7007122,30493,10,1153.43
900844,7000431,30986,6,817.78
900845,7000960,30079,6,1072.72
900846,7011198,30954,3,185.88
900847,7001191,31174,7,575.71
900848,7006373,30359,2,116.36
900849,7007994,30956,10,854.97
900850,7014600,30136,10,687.51
900851,7004614,30295,12,1104.06
900852,7001307,30720,1,179.54
900853,7002743,31161,8,895.23
900854,7003954,30642,7,106.5
900855,7004327,30017,10,
900856,7011792,30192,9,545.64
900857,7005285,30833,9,556.1
900858,7012494,30110,11,360.36
900859,7013119,30007,8,988.7
900860,7007903,31259,1,648.64
900861,7006981,30282,7,
900862,7005189,30011,9,338.32
900863,7007473,30531,12,332.56
900864,7005507,31151,6,1149.3
900865,7013631,31128,11,529.96
900866,7003504,30207,9,794.83
900867,7006705,30648,2,
900868,7009518,30287,1,893.74
900869,7009932,30463,1,978.71
900870,7005871,31261,10,370.22
900871,7009413,31392,12,982.31
