delivery_id,order_id,rider_id,distance_km,vehicle_type,delivery_rating,delay_flag
600139,7011996,103193,1.88,Bicycle,2.5,Yes
600140,7014505,101495,6.5,Bike,2.9,No
600141,7012449,103614,10.67,Bike,2.9,No
600142,7008312,102227,6.265,Bike,2.9,No
600143,7001796,100852,3.88,Bicycle,1.9,No
600144,7000698,101857,4.59,EV Scooter,3.4,Yes
600145,7003483,100886,1.2,EV,4.2,Yes
600146,7005277,102563,8.86,Bike,1.5,No
600147,7012880,103431,6.265,Bike,2.6,No
600148,7008587,101901,1.05,Bike,3.1,No
600149,7006043,102470,2.3,EV,4.9,No
600150,7011929,101885,1.75,Bike,2.9,Yes
600151,7014297,103771,4.59,Bike,4.9,Yes
600152,7014272,101416,4.05,EV Scooter,2.5,Yes
600153,7002104,101821,10.0,Bicycle,4.0,Yes
600154,7014847,103865,3.32,EV,3.3,Yes
600155,7004417,101597,8.86,Bike,2.1,No
600156,7000242,100775,6.35,EV,3.3,No
600157,7006824,102770,9.01,EV,1.6,No
600158,7006476,103802,10.08,Bike,1.0,No
600159,7011406,100257,2.56,Bicycle,3.6,No
600160,7000171,103584,7.25,Bike,2.1,Yes
600161,7004551,100264,5.87,Bike,1.2,Yes
600162,7012415,103811,9.03,Bike,2.7,Yes
600163,7011416,101069,0.99,EV,1.1,Yes
600164,7008560,101144,6.12,Bicycle,4.8,No
600165,7003036,101246,4.02,Bike,2.1,Yes
600166,7011055,100831,1.24,Bike,4.3,No
600167,7008206,102735,2.2,Bicycle,1.9,Yes
600168,7010134,100096,1.85,EV Scooter,1.3,No
600169,7002216,101002,9.86,Bike,2.7,No
600170,7012361,101118,6.94,EV,1.5,No
600171,7011249,103217,3.89,Bike,2.4,No
600172,7002758,102798,5.73,EV Scooter,4.7,No
600173,7014248,101218,10.08,EV,3.0,No
600174,7004451,103983,8.09,EV,3.2,No
600175,7001740,101151,9.1,EV Scooter,2.7,No
600176,7009947,102076,3.21,EV Scooter,1.6,No
600177,7001238,102226,8.51,EV,1.5,No
600178,7004925,101330,5.71,EV,2.9,No
600179,7001285,103814,5.86,EV Scooter,2.9,Yes
600180,7001088,100442,9.6,EV Scooter,2.8,No
600181,7002560,100496,8.32,Bicycle,4.8,No
600182,7014669,103067,7.92,EV Scooter,4.0,No
600183,7013729,101707,9.34,EV,3.9,Yes
600184,7011662,102076,4.29,Bike,1.0,No
600185,7002847,100831,11.78,EV Scooter,3.9,No
600186,7010416,103344,3.77,EV Scooter,1.1,No
600187,7005738,102753,3.96,Bicycle,3.0,No
600188,7001283,101962,7.32,Bike,2.9,No
600189,7004154,103541,3.71,Bike,3.3,No
600190,7003555,102782,6.81,Bicycle,3.3,No
600191,7007840,101784,6.265,Bike,3.7,No
600192,7003417,103209,6.98,EV,2.1,Yes
600193,7010715,102640,8.04,Bike,1.1,No
600194,7000196,102298,2.53,Bicycle,4.5,Yes
600195,7001291,102638,3.58,EV,2.9,No
600196,7005221,100883,6.43,Bike,1.5,Yes
600197,7009149,100415,7.7,Bike,1.4,No
600198,7000490,102019,5.65,Bike,2.9,Yes
600199,7002745,101787,3.88,Bicycle,2.6,No
600200,7003117,101321,7.24,Bike,4.5,Yes
600201,7006863,101290,11.05,Bicycle,2.9,Yes
600202,7009695,102798,6.01,Bike,1.4,Yes
600203,7003207,100442,0.58,Bike,1.7,No
600204,7003546,103381,4.3,Bicycle,5.0,No
600205,7006824,102217,8.36,Bike,2.1,No
600206,7003419,103381,9.81,Bike,2.1,No
600207,7003591,102149,11.3,Bike,2.8,Yes
600208,7014543,102419,4.92,Bicycle,1.6,Yes
600209,7014179,103462,5.23,Bike,3.6,No
600210,7008544,100380,1.15,EV Scooter,2.9,Yes
600211,7002551,102899,7.08,Bicycle,3.1,No
600212,7009879,101494,10.18,EV,2.7,Yes
600213,7009873,101393,9.27,Bike,2.9,Yes
600214,7008177,103362,6.81,Bicycle,4.5,Yes
600215,7005560,102281,2.13,EV Scooter,3.7,No
600216,7013264,102358,4.17,EV Scooter,2.1,No
600217,7012414,101369,6.13,EV Scooter,1.4,No
600218,7014847,101962,3.53,EV,2.9,Yes
600219,7004410,100970,2.95,Bike,3.1,No
600220,7012996,100318,10.35,Bicycle,1.4,No
600221,7002989,100184,5.76,Bike,3.3,No
600222,7001972,102563,10.99,Bike,1.5,No
600223,7000728,102290,0.92,EV Scooter,1.8,Yes
600224,7012852,103543,9.47,Bike,4.7,No
600225,7000442,101168,11.27,EV,2.2,No
600226,7011414,102889,6.11,EV,4.5,Yes
600227,7008142,101238,1.71,EV Scooter,4.6,Yes
600228,7007682,101714,6.2,EV Scooter,2.3,Yes
600229,7011071,102445,6.9,EV Scooter,2.5,Yes
600230,7012936,102026,0.8,Bike,3.3,No
600231,7003880,103738,11.77,Bike,4.1,Yes
600232,7005214,102913,2.67,EV,2.9,No
600233,7011483,100010,7.52,Bicycle,3.1,Yes
600234,7013392,103858,11.16,Bike,1.3,No
600235,7012703,103419,6.7,Bike,4.9,No
600236,7003117,103028,1.83,Bike,3.2,No
600237,7010806,103918,4.66,EV,2.7,No
600238,7006763,103584,11.44,EV Scooter,4.7,Yes
600239,7014843,103373,11.59,Bicycle,1.6,No
600240,7006933,101919,5.25,EV Scooter,4.8,Yes
600241,7011135,102048,10.36,Bike,1.5,Yes
600242,7000234,103543,6.275,EV,1.1,No
600243,7011759,100154,3.8,EV,3.2,Yes
600244,7007533,100158,11.92,EV Scooter,1.4,No
600245,7002179,103584,0.63,EV Scooter,4.4,Yes
600246,7005695,103306,11.75,EV,4.7,No
600247,7013917,100335,6.25,EV,3.8,No
600248,7000793,100393,7.76,Bike,2.9,Yes
600249,7012740,100831,2.01,EV,2.4,Yes
600250,7014357,102305,7.5,EV Scooter,5.0,Yes
600251,7005200,103591,9.36,EV Scooter,1.7,No
600252,7004143,101570,11.49,Bike,2.4,Yes
600253,7006078,103647,0.51,EV Scooter,2.1,Yes
600254,7008543,100578,1.72,EV Scooter,1.0,Yes
600255,7001957,103358,7.3,Bike,3.7,No
600256,7001320,100843,0.63,Bike,2.9,No
600257,7014325,101193,3.95,Bicycle,4.8,No
600258,7014184,101060,10.88,Bike,3.4,Yes
600259,7003143,101404,6.265,Bike,4.5,No
600260,7003370,103151,4.1,Bicycle,3.8,No
600261,7005973,101993,4.76,EV,2.9,Yes
600262,7003862,102669,3.14,Bicycle,1.0,No
600263,7003784,100657,6.265,Bike,3.3,Yes
600264,7006609,103712,9.66,Bike,3.6,Yes
600265,7003506,103786,4.62,EV,1.8,No
600266,7012143,102273,10.99,Bike,2.9,No
600267,7004062,103929,8.21,EV Scooter,3.7,No
600268,7010253,102280,9.75,EV Scooter,2.9,Yes
600269,7013184,103824,10.53,Bicycle,1.8,No
600270,7010128,103802,7.52,Bike,4.3,Yes
600271,7011823,102236,1.53,EV Scooter,3.5,No
600272,7010187,101329,4.3,EV Scooter,2.9,No
600273,7002001,102703,6.19,Bike,1.8,No
600274,7014183,101330,3.48,EV,4.5,Yes
600275,7000618,100023,5.87,EV,3.1,No
600276,7013711,102002,8.53,Bicycle,2.0,No
600277,7001692,102872,9.0,Bicycle,4.1,No
600278,7004231,103172,2.84,Bicycle,4.3,No
600279,7009686,101114,0.87,EV Scooter,2.9,No
600280,7010453,103601,4.99,Bicycle,4.8,No
600281,7005601,102492,3.97,Bike,1.8,No
600282,7004022,103888,8.07,Bike,1.2,No
600283,7012250,100275,4.78,Bike,2.9,No
600284,7009061,100020,4.39,Bicycle,1.3,Yes
600285,7003139,102785,11.74,EV,3.5,No
600286,7002669,103761,3.94,Bicycle,2.5,Yes
600287,7009368,100345,5.83,EV,1.2,No
600288,7002469,101191,5.44,Bike,3.1,Yes
600289,7009747,103655,5.43,Bike,1.0,Yes
600290,7004605,103866,9.22,Bike,3.5,No
600291,7010353,100308,8.16,Bicycle,2.9,No
600292,7011264,103122,9.29,Bike,2.1,No
600293,7009164,101118,2.97,Bike,3.8,Yes
600294,7003776,100913,9.73,EV,1.7,Yes
600295,7001828,101329,5.33,Bike,1.6,Yes
600296,7013919,102246,6.5,Bike,1.7,Yes
600297,7004278,104000,4.79,EV Scooter,4.6,No
600298,7010158,100824,6.6,EV Scooter,4.0,Yes
600299,7011041,102066,6.25,EV Scooter,3.8,No
600300,7001344,100063,11.01,EV,2.3,Yes
600301,7001418,102104,7.61,EV Scooter,2.6,No
600302,7001571,102669,8.38,EV,1.2,No
600303,7009569,102772,1.51,Bike,2.4,No
600304,7009614,102280,5.03,EV,2.2,No
600305,7014994,101784,7.69,Bike,3.8,Yes
600306,7008358,103840,9.99,Bicycle,1.9,Yes
600307,7008776,103929,6.57,EV,2.5,Yes
600308,7014256,101424,7.13,Bike,4.1,Yes
600309,7011557,102344,1.84,Bicycle,3.5,Yes
600310,7011312,100010,11.98,EV Scooter,2.1,Yes
600311,7000644,102394,3.61,Bike,4.4,No
600312,7006119,101273,3.17,EV,1.8,Yes
600313,7003896,101136,5.53,EV,2.9,No
600314,7011348,103041,6.265,Bike,2.9,No
600315,7005340,101723,9.52,EV,2.6,No
600316,7012626,100714,1.75,Bicycle,1.9,Yes
600317,7007779,100368,0.72,Bicycle,2.2,No
600318,7002963,100747,0.58,EV Scooter,4.3,Yes
600319,7004098,100253,7.62,EV,1.9,No
600320,7003512,103601,6.12,EV Scooter,2.2,No
600321,7009825,102919,11.2,Bicycle,4.4,No
600322,7009787,101507,6.81,Bicycle,2.9,No
600323,7012717,101259,2.67,Bike,3.9,No
600324,7000702,100696,2.64,EV,4.9,No
600325,7014065,100341,5.96,EV,3.3,No
600326,7008598,103354,5.43,Bike,2.6,No
600327,7008214,103724,0.97,Bicycle,4.8,No
600328,7010193,100105,10.0,Bike,3.5,No
600329,7004064,100166,11.1,Bicycle,1.2,No
600330,7006571,100281,3.8,EV Scooter,3.2,Yes
600331,7003213,101316,9.07,EV,2.9,No
600332,7008928,101869,0.89,Bicycle,1.6,Yes
600333,7011669,103813,11.87,EV Scooter,2.2,No
600334,7007180,102226,11.16,Bicycle,4.3,No
600335,7010154,100029,10.9,Bike,2.5,No
600336,7013875,103970,6.4,Bike,4.5,Yes
600337,7001478,103419,6.12,EV,1.1,No
600338,7013564,100082,3.2,EV,2.9,Yes
600339,7003646,102054,8.74,Bike,2.6,Yes
600340,7014741,102916,6.8,Bike,3.3,Yes
600341,7003291,102179,5.8,Bicycle,1.1,Yes
600342,7010141,103269,6.265,Bike,3.0,No
600343,7003720,100422,8.34,EV Scooter,4.2,No
600344,7004444,100661,11.17,Bike,4.2,No
600345,7010129,100604,10.49,EV Scooter,1.7,Yes
600346,7003349,102633,5.91,Bike,2.5,Yes
600347,7006031,103121,10.56,Bike,2.4,Yes
600348,7003687,101027,2.8,EV Scooter,2.9,No
600349,7007363,103980,0.54,Bicycle,4.1,No
600350,7014603,103854,3.65,EV Scooter,2.9,Yes
600351,7014588,103679,8.95,EV,3.7,No
600352,7011397,101026,8.98,EV,2.9,No
600353,7007318,100011,8.31,Bike,3.3,Yes
600354,7012732,101609,2.35,Bike,2.9,Yes
600355,7012495,103228,11.87,Bicycle,2.0,Yes
600356,7010737,100467,2.13,EV,1.5,No
600357,7014609,100453,11.88,EV,3.6,No
600358,7013249,103858,1.18,Bike,1.1,Yes
600359,7008797,101556,2.3,EV Scooter,2.6,No
600360,7008045,102142,1.73,EV,4.0,No
600361,7004495,103257,6.15,Bike,2.9,No
600362,7012518,100982,8.46,Bike,3.3,No
600363,7005457,100159,11.07,Bicycle,2.8,No
600364,7008844,103937,6.6,EV Scooter,3.5,No
600365,7009197,102572,3.38,Bike,3.6,Yes
600366,7013448,100970,8.5,Bike,2.6,Yes
600367,7013460,101404,6.6,EV Scooter,4.1,Yes
600368,7006554,103056,10.0,Bicycle,2.9,No
600369,7003189,103092,4.84,EV Scooter,1.5,No
600370,7007679,103628,7.82,EV,4.3,No
600371,7013140,100406,5.8,Bike,4.5,No
600372,7001726,101031,3.88,Bike,1.7,Yes
600373,7002899,102899,6.37,EV,2.8,No
600374,7006774,101929,0.58,Bicycle,1.7,No
600375,7011037,101817,7.06,Bicycle,4.1,No
600376,7006282,101238,3.15,Bike,3.4,Yes
600377,7002165,103918,11.25,Bike,4.9,No
600378,7013406,103217,10.09,EV,4.7,No
600379,7013472,103961,6.265,Bike,1.1,No
600380,7009449,102210,6.265,Bike,3.0,Yes
600381,7006098,100658,11.55,EV Scooter,4.6,No
600382,7003259,101930,8.89,EV Scooter,2.0,No
600383,7014105,101724,8.55,EV Scooter,2.9,Yes
600384,7012463,101650,4.84,Bicycle,3.3,No
600385,7007538,100573,6.41,Bike,2.9,No
600386,7004486,102401,3.3,Bike,4.9,Yes
600387,7011968,102842,4.61,Bike,5.0,No
600388,7000773,102322,10.04,EV Scooter,3.1,Yes
600389,7008134,101825,5.32,Bicycle,2.8,Yes
600390,7003863,100264,1.1,EV Scooter,3.8,Yes
600391,7009073,102227,6.66,EV Scooter,2.6,No
600392,7009334,102217,8.56,Bike,2.9,No
600393,7002581,101632,4.64,Bicycle,3.7,No
600394,7001622,103254,4.94,Bike,1.0,Yes
600395,7014058,103344,5.37,Bike,3.0,Yes
600396,7010181,101991,11.55,Bike,4.6,Yes
600397,7011657,101023,5.14,Bike,2.8,Yes
600398,7014635,100359,4.87,EV,2.9,Yes
600399,7000064,100913,2.7,Bike,4.0,Yes
600400,7014671,103761,0.59,EV,1.3,Yes
600401,7014050,100484,4.92,EV,4.8,No
600402,7002456,102605,6.6,EV Scooter,1.5,No
600403,7002505,101288,2.76,Bike,2.9,No
600404,7009699,103240,1.23,Bicycle,2.9,Yes
600405,7000270,101157,8.09,Bicycle,4.3,Yes
600406,7007081,103375,8.83,Bicycle,3.2,No
600407,7007187,103344,1.53,EV Scooter,2.5,No
600408,7008316,101703,1.13,Bicycle,5.0,No
600409,7002718,101356,2.84,Bicycle,5.0,Yes
600410,7004441,100495,5.15,EV,1.9,No
600411,7001802,100601,6.74,EV,5.0,Yes
600412,7001082,103228,5.8,Bike,4.3,Yes
600413,7008338,101492,7.94,EV,1.4,Yes
600414,7008329,101821,1.09,Bike,2.8,Yes
600415,7003764,100479,3.13,Bicycle,1.8,Yes
600416,7012437,101169,6.265,Bike,3.8,Yes
600417,7004693,103735,7.44,Bicycle,1.5,Yes
600418,7010061,103392,10.27,EV Scooter,3.7,No
600419,7012233,101099,6.6,EV Scooter,2.4,Yes
600420,7001242,103144,7.35,Bicycle,4.9,No
600421,7004691,102170,3.13,Bike,3.3,No
600422,7002372,100639,5.4,Bike,2.9,No
600423,7003064,100864,8.67,EV,1.1,Yes
600424,7013709,100825,6.83,Bicycle,2.0,No
600425,7011058,100983,6.02,EV Scooter,3.1,Yes
600426,7005254,103915,11.25,Bicycle,2.9,No
600427,7009763,102733,10.97,EV Scooter,1.3,No
600428,7002280,101397,8.51,Bicycle,2.1,No
600429,7008425,100972,11.78,EV Scooter,2.8,No
600430,7003558,103980,10.13,Bike,1.9,No
600431,7007475,100166,11.96,Bike,2.0,Yes
600432,7003141,103751,0.64,EV Scooter,4.6,No
600433,7001451,199010,6.79,EV Scooter,3.1,Yes
600434,7011414,103287,1.49,Bike,2.9,No
600435,7001865,100607,6.54,Bike,3.3,No
600436,7009028,103958,11.24,EV Scooter,4.1,No
600437,7002751,103917,10.29,Bike,3.9,No
600438,7000288,103240,1.06,EV,4.4,No
600439,7003607,102605,8.42,EV Scooter,4.6,No
600440,7012075,102115,8.4,EV Scooter,4.2,No
600441,7002551,101724,2.0,EV,2.9,Yes
600442,7013739,100496,1.8,EV,2.9,Yes
600443,7010372,100606,11.34,EV Scooter,4.9,No
600444,7010867,100498,10.98,Bike,3.7,No
600445,7000500,101300,4.19,Bike,4.3,Yes
600446,7008308,102807,6.19,EV Scooter,1.3,No
600447,7004507,102436,11.42,Bike,1.2,Yes
600448,7007415,101236,8.44,Bike,4.4,Yes
600449,7012380,103106,11.72,EV,1.9,No
600450,7008385,101784,1.71,EV,5.0,No
600451,7009408,101026,7.34,Bicycle,2.0,Yes
600452,7003703,100126,11.67,Bicycle,4.6,No
600453,7013602,103287,3.16,Bicycle,3.4,No
600454,7009817,103535,8.35,Bike,4.4,Yes
600455,7014332,100923,9.42,Bike,3.9,Yes
600456,7007079,100032,1.84,Bike,2.9,No
600457,7014028,103789,9.25,Bicycle,3.4,No
600458,7014217,101247,2.39,EV,2.1,No
600459,7005852,101298,7.35,Bike,1.4,Yes
600460,7002613,103549,9.78,EV Scooter,2.4,No
600461,7013483,101806,6.6,EV Scooter,4.1,No
600462,7001528,102225,2.18,EV,2.9,Yes
600463,7013096,103627,3.29,Bike,4.8,No
600464,7005832,100601,2.88,Bicycle,1.5,No
600465,7009649,103517,7.98,Bicycle,3.1,No
600466,7014938,101624,10.61,Bike,2.9,Yes
600467,7002699,100731,9.73,Bike,3.6,Yes
600468,7000171,103193,1.05,Bike,2.9,Yes
600469,7014410,102107,11.95,Bike,1.6,No
600470,7010138,100340,11.16,Bicycle,2.0,No
600471,7011333,102767,5.76,Bike,3.5,No
600472,7006688,102369,10.32,Bicycle,2.9,No
600473,7005866,102323,11.57,EV Scooter,2.4,No
600474,7006215,102310,4.69,Bike,3.9,Yes
600475,7009846,100401,7.03,Bicycle,2.9,Yes
600476,7007358,103561,2.18,Bicycle,3.7,No
600477,7008180,101781,4.72,EV,4.9,Yes
600478,7000285,102805,0.76,Bike,3.8,Yes
600479,7010595,103658,3.5,EV,2.9,No
600480,7008217,101392,4.46,Bike,3.8,No
600481,7009672,100253,11.37,EV,4.9,No
600482,7010430,103757,3.3,Bicycle,4.9,No
600483,7005930,103350,3.13,EV Scooter,2.5,No
600484,7013952,102872,9.53,EV,1.9,No
600485,7009362,103350,7.15,Bike,1.2,Yes
600486,7001143,102478,2.17,Bike,3.8,No
600487,7006749,103235,4.81,EV,1.9,No
600488,7007607,101748,7.91,EV Scooter,3.6,No
600489,7000243,101965,1.25,EV,2.7,No
600490,7007546,103807,10.32,EV,1.2,No
600491,7005229,102298,10.39,EV,1.0,No
600492,7005828,101361,9.7,Bicycle,3.5,No
600493,7006593,101748,10.82,Bicycle,1.7,No
600494,7008755,102546,6.275,EV,3.6,Yes
600495,7003459,101214,4.61,Bike,3.6,Yes
600496,7005118,100648,5.23,Bike,4.8,Yes
600497,7007235,101975,10.67,EV,4.9,Yes
600498,7002767,103162,5.37,Bike,2.9,No
600499,7013698,101143,11.25,Bike,2.5,No
600500,7014676,100835,7.1,EV Scooter,4.2,Yes
600501,7004230,102907,3.13,EV,2.5,Yes
600502,7001863,100151,3.05,EV Scooter,2.6,Yes
600503,7013491,102569,3.11,Bike,1.2,No
600504,7006845,101218,6.12,Bike,1.0,No
600505,7001670,100588,8.61,Bike,1.7,Yes
600506,7005123,101764,3.83,Bike,2.9,Yes
600507,7010662,103802,1.17,EV,3.1,No
600508,7007379,100726,1.61,Bike,4.8,No
600509,7013585,101975,0.91,EV,1.7,Yes
600510,7011860,102107,5.29,Bicycle,2.9,Yes
600511,7009158,100901,5.53,EV Scooter,3.2,No
600512,7007191,102026,3.28,Bike,1.2,Yes
600513,7006640,103417,7.37,Bike,1.3,No
600514,7003911,102310,7.76,Bike,3.9,Yes
600515,7006748,103865,6.265,Bike,4.6,No
600516,7010861,101329,9.46,EV Scooter,3.4,Yes
600517,7001617,100471,7.84,Bike,3.0,Yes
600518,7002084,103776,0.65,EV,2.1,No
600519,7010758,101988,8.77,EV Scooter,2.3,No
600520,7010889,102438,0.55,EV Scooter,3.9,No
600521,7009996,102002,7.42,Bike,2.2,No
600522,7007363,103517,2.08,EV Scooter,3.6,No
600523,7004359,100713,2.74,EV,2.7,Yes
600524,7011900,102054,6.6,EV Scooter,2.7,No
600525,7009237,103859,11.11,Bicycle,2.7,No
600526,7010286,100341,8.43,Bike,2.4,No
600527,7010183,100412,6.23,EV,3.1,No
600528,7014751,101658,10.91,Bicycle,4.6,No
600529,7009775,100610,6.265,Bike,1.6,Yes
600530,7001590,102916,9.17,Bike,1.1,No
600531,7008365,103417,11.99,Bike,2.9,Yes
600532,7004647,103586,4.55,EV,3.6,No
600533,7011859,101828,11.36,Bike,2.9,No
600534,7000508,101764,11.58,EV Scooter,1.7,No
600535,7006789,101343,10.22,EV Scooter,4.2,Yes
600536,7005898,103561,5.02,Bike,1.6,No
600537,7014336,103204,6.265,Bike,1.1,No
600538,7009233,103051,5.85,EV Scooter,3.1,No
600539,7002057,102110,10.3,EV,4.3,No
600540,7012608,101843,9.39,Bicycle,2.6,Yes
600541,7007748,101396,11.24,Bike,3.0,Yes
600542,7012956,103234,2.68,EV,2.0,No
600543,7011074,102072,8.44,EV Scooter,3.1,No
