order_item_id,order_id,product_id,quantity,item_price_inr,line_total_inr
900093,7013091,30984,6.0,1166.16,6996.96
900094,7002749,30882,9.0,1177.68,10599.12
900095,7011086,31438,11.0,368.77,4056.47
900096,7000747,30229,1.0,371.94,371.94
900097,7000699,30691,2.0,1095.33,2190.66
900098,7001777,31490,2.0,551.73,1103.46
900099,7007982,30804,8.0,1009.91,8079.28
900100,7006944,30008,4.0,226.96,907.84
900101,7014386,30474,4.0,134.93,539.72
900102,7014859,30103,5.0,60.27,301.35
900103,7002765,31163,5.0,904.47,4522.35
900104,7000793,31172,6.0,821.52,4929.12
900105,7010848,30937,11.0,981.34,10794.74
900106,7009875,30189,9.0,731.81,6586.29
900107,7012394,31383,4.0,1118.23,4472.92
900108,7000971,30794,5.0,839.25,4196.25
900109,7012031,31267,12.0,572.38,6868.56
900110,7001270,31476,11.0,672.31,7395.41
900111,7008077,30799,10.0,220.83,2208.3
900112,7013388,30208,6.0,1086.84,6521.04
900113,7002079,31492,2.0,394.55,789.1
900114,7007759,30607,4.0,382.97,1531.88
900115,7008665,31097,6.0,216.07,1296.42
900116,7000653,31076,1.0,625.18,625.18
900117,7011603,30543,1.0,821.66,821.66
900118,7009662,30879,2.0,716.16,1432.32
900119,7008377,30260,2.0,101.22,202.44
900120,7000395,31491,4.0,431.61,1726.44
900121,7002529,31387,2.0,638.98,1277.96
900122,7011724,31140,6.0,948.99,5693.94
900123,7008038,30940,10.0,503.79,5037.9
900124,7009237,30391,5.0,847.48,4237.4
900125,7003717,31038,10.0,919.46,9194.6
900126,7013127,30015,7.0,728.12,5096.84
900127,7007036,30238,5.0,1055.84,5279.2
900128,7013677,30410,10.0,941.8,9418.0
900129,7013872,31493,2.0,466.08,932.16
900130,7002986,31181,1.0,125.7,125.7
900131,7012157,31038,11.0,147.86,1626.46
900132,7012131,30180,5.0,995.42,4977.1
900133,7002498,31085,8.0,905.95,7247.6
900134,7001447,30978,4.0,402.93,1611.72
900135,7001153,30577,4.0,961.48,3845.92
900136,7006805,30966,7.0,1112.14,7784.98
900137,7009737,30538,3.0,96.73,290.19
900138,7014391,30748,8.0,288.22,2305.76
900139,7002002,30516,3.0,265.53,796.59
900140,7005564,31063,1.0,565.94,565.94
900141,7010039,31373,2.0,1105.31,2210.62
900142,7014720,31147,12.0,11.15,133.8
900143,7000902,30038,10.0,1083.22,10832.2
900144,7008762,30993,2.0,828.44,1656.88
900145,7002079,30991,5.0,529.14,2645.7
900146,7000700,31123,1.0,1062.98,1062.98
900147,7010134,31436,10.0,591.27,5912.7
900148,7004095,31317,3.0,925.79,2777.37
900149,7009098,30172,9.0,71.34,642.06
900150,7010323,31477,4.0,961.15,3844.6
900151,7001347,30637,11.0,206.9,2275.9
900152,7006507,30168,11.0,940.22,10342.42
900153,7005537,31131,3.0,599.5,1798.5
900154,7009230,30207,3.0,959.97,2879.91
900155,7007689,31109,2.0,495.98,991.96
900156,7006341,31040,8.0,218.03,1744.24
900157,7008143,30975,7.0,79.69,557.83
900158,7008433,30120,1.0,756.55,756.55
900159,7001548,30218,4.0,1136.95,4547.8
900160,7005955,30484,1.0,78.66,78.66
900161,7004588,31053,10.0,486.09,4860.9
900162,7007513,30521,3.0,627.82,1883.46
900163,7010329,31463,2.0,321.15,642.3
900164,7009162,31293,8.0,118.53,948.24
900165,7008055,30999,5.0,955.28,4776.4
900166,7004153,30884,4.0,523.81,2095.24
900167,7006189,30961,1.0,262.14,262.14
900168,7005158,30408,8.0,1079.78,8638.24
900169,7014597,30954,9.0,522.42,4701.78
900170,7000684,30428,4.0,878.44,3513.76
900171,7006071,30456,3.0,507.73,1523.19
900172,7003955,30827,11.0,398.99,4388.89
900173,7007332,30845,1.0,441.08,441.08
900174,7011933,30582,4.0,608.46,2433.84
900175,7004173,31466,5.0,1171.14,5855.7
900176,7004503,30915,8.0,100.59,804.72
900177,7002094,30987,2.0,23.56,47.12
900178,7014177,30007,10.0,690.81,6908.1
900179,7003166,31296,8.0,501.83,4014.64
900180,7013490,30791,12.0,361.28,4335.42
900181,7011660,31275,11.0,834.07,9174.77
900182,7012848,30239,7.0,1027.32,7191.24
900183,7011063,31325,11.0,988.89,10877.79
900184,7010606,30107,2.0,708.88,1417.76
900185,7013875,30285,2.0,804.4,1608.8
900186,7010768,30502,9.0,944.27,8498.43
900187,7000104,31098,5.0,1139.95,5699.75
900188,7009470,30727,1.0,635.91,635.91
900189,7008936,30110,4.0,109.48,437.92
900190,7014954,30392,6.0,330.49,1982.94
900191,7004064,30346,1.0,632.55,632.55
900192,7012179,30797,5.0,267.96,1339.8
900193,7011268,30097,10.0,805.82,8058.2
900194,7003150,30596,11.0,260.19,2862.09
900195,7013344,31219,9.0,681.83,6136.47
900196,7004075,31287,12.0,1196.89,14362.68
900197,7012367,30767,11.0,355.83,3914.13
900198,7007492,30604,9.0,297.39,2676.51
900199,7002923,31249,12.0,595.4,7144.8
900200,7014206,30561,3.0,668.08,2004.22
900201,7006871,30321,1.0,497.47,497.47
900202,7003727,30943,4.0,782.89,3131.56
900203,7008965,31465,6.0,130.84,785.02
900204,7010265,30057,8.0,936.83,7494.64
900205,7001362,30778,8.0,767.22,6137.76
900206,7006144,30539,9.0,101.64,914.76
900207,7007515,31008,9.0,335.95,3023.55
900208,7007272,30660,11.0,1161.1,12772.1
900209,7001598,31406,1.0,23.4,23.4
900210,7007075,30781,7.0,598.31,4188.17
900211,7002702,31251,5.0,763.97,3819.85
900212,7005056,30885,11.0,493.03,5423.33
900213,7000774,31106,12.0,405.71,4868.52
900214,7010983,30097,8.0,118.58,948.67
900215,7003648,30914,12.0,507.02,6084.24
900216,7006269,30315,11.0,507.69,5584.59
900217,7012406,30263,7.0,440.6,3084.2
900218,7000219,30170,8.0,436.05,3488.4
900219,7008600,30354,7.0,159.87,1119.09
900220,7003895,30418,7.0,424.16,2969.12
900221,7014921,30581,7.0,167.25,1170.75
900222,7000572,31446,1.0,315.92,315.92
900223,7001555,31092,12.0,867.51,10410.12
900224,7008539,30747,5.0,735.74,3678.7
900225,7004168,30022,4.0,764.28,3057.12
900226,7008204,31218,6.0,71.09,426.54
900227,7000825,30628,9.0,595.34,5358.06
900228,7000806,30785,5.0,712.98,3564.9
900229,7000859,31115,2.0,429.18,858.36
900230,7002753,31269,3.0,191.67,575.01
900231,7001164,30248,7.0,936.87,6558.09
900232,7009473,30010,8.0,136.01,1088.08
900233,7011025,30933,4.0,269.93,1079.72
900234,7014224,30306,6.0,140.39,842.34
900235,7007410,30114,1.0,1156.87,1156.87
900236,7008007,30875,1.0,812.91,812.91
900237,7005827,30401,6.0,644.53,3867.18
900238,7005959,30510,7.0,396.81,2777.69
900239,7014996,30110,12.0,646.98,7763.76
900240,7002530,30620,5.0,908.71,4543.55
900241,7002236,30224,10.0,768.37,7683.7
900242,7000191,30951,3.0,121.41,364.23
900243,7002699,30733,1.0,263.38,263.38
900244,7008870,31144,2.0,561.38,1122.76
900245,7009414,30676,4.0,564.01,2256.04
900246,7009266,30445,8.0,1106.31,8850.48
900247,7005782,31091,11.0,572.85,6301.35
900248,7008411,30628,1.0,810.27,810.27
900249,7009026,30188,4.0,375.45,1501.8
900250,7011928,31323,5.0,1055.14,5275.7
900251,7005412,31338,12.0,110.37,1324.44
900252,7014117,30115,7.0,84.25,589.75
900253,7001646,30588,12.0,1126.52,13518.24
900254,7004819,30245,2.0,556.24,1112.48
900255,7009546,30186,1.0,496.38,496.38
900256,7003304,30323,12.0,675.28,8103.36
900257,7002694,30208,9.0,1188.96,10700.64
900258,7009705,30268,3.0,121.95,365.85
900259,7009076,30091,3.0,948.93,2846.79
900260,7010504,31235,9.0,733.19,6598.71
900261,7008977,30396,10.0,40.17,401.7
900262,7014052,31412,2.0,766.97,1533.94
900263,7002960,30916,4.0,82.37,329.48
900264,7002129,30111,12.0,1111.56,13338.72
900265,7008723,30350,10.0,231.97,2319.7
900266,7009156,30839,4.0,395.55,1582.2
900267,7013378,30230,5.0,1009.6,5048.0
900268,7014656,31362,5.0,761.67,3808.35
900269,7002927,31182,1.0,615.24,615.24
900270,7009536,31449,10.0,509.18,5091.8
900271,7005362,30552,3.0,319.05,957.15
900272,7002341,31338,2.0,904.6,1809.2
900273,7006384,31096,11.0,366.23,4028.53
900274,7001995,31068,6.0,316.84,1901.04
900275,7009606,30598,11.0,1039.13,11430.43
900276,7011355,30973,11.0,268.05,2948.55
900277,7001238,30125,9.0,392.06,3528.54
900278,7012917,30797,9.0,280.12,2521.08
900279,7011747,31302,1.0,837.27,837.27
900280,7007164,31306,3.0,667.5,2002.5
900281,7005830,30252,6.0,399.3,2395.8
900282,7000750,30836,9.0,1097.54,9877.86
900283,7013942,31133,4.0,618.84,2475.36
900284,7000269,30857,11.0,638.97,7028.67
900285,7003205,31190,4.0,299.44,1197.76
900286,7009792,31165,11.0,868.65,9555.15
900287,7001212,31009,1.0,267.0,267.0
900288,7000216,31296,1.0,328.85,328.85
900289,7010922,30172,9.0,250.2,2251.76
900290,7011841,31368,8.0,1112.83,8902.64
900291,7002954,31096,6.0,336.23,2017.38
900292,7010746,30227,8.0,762.1,6096.8
900293,7005508,31312,5.0,265.29,1326.45
900294,7013822,31444,11.0,167.36,1840.96
900295,7009563,30865,7.0,1088.38,7618.66
900296,7012995,31350,8.0,512.4,4099.2
900297,7000884,31114,4.0,120.43,481.72
900298,7002957,31445,7.0,1160.34,8122.38
900299,7005796,30538,3.0,797.34,2392.02
900300,7012584,30077,1.0,489.94,489.94
900301,7012828,30831,6.0,523.9,3143.4
900302,7012848,30233,10.0,324.32,3243.2
900303,7006966,30007,5.0,661.08,3305.42
900304,7004251,30212,6.0,1024.0,6144.0
900305,7011490,30966,9.0,883.61,7952.49
900306,7007486,30856,12.0,306.79,3681.48
900307,7011317,30816,2.0,730.9,1461.8
900308,7014481,30390,11.0,492.56,5418.22
900309,7000112,31013,6.0,525.12,3150.69
900310,7014351,31149,10.0,25.11,251.1
900311,7006670,30966,1.0,717.9,717.9
900312,7003208,30036,2.0,809.35,1618.7
900313,7012988,30644,3.0,557.13,1671.39
900314,7012526,31048,7.0,1066.96,7468.72
900315,7009834,30959,5.0,689.46,3447.3
900316,7013698,30604,4.0,65.91,263.64
900317,7003524,30577,1.0,542.43,542.43
900318,7014003,30745,10.0,557.96,5579.6
900319,7004959,31491,3.0,1091.19,3273.57
900320,7010275,31052,6.0,1096.01,6576.06
900321,7009091,30374,7.0,407.39,2851.73
900322,7014375,30381,5.0,1087.73,5438.65
900323,7012901,31005,10.0,482.3,4823.0
900324,7000010,30891,6.0,339.89,2039.34
900325,7011851,30769,11.0,921.76,10139.36
900326,7001758,31238,8.0,1078.4,8627.2
900327,7007617,30405,4.0,143.2,572.8
900328,7011779,31252,12.0,1046.21,12554.52
900329,7000983,31262,11.0,67.17,738.87
900330,7014395,30260,6.0,350.8,2104.8
900331,7003751,31320,3.0,946.3,2838.9
900332,7001926,30499,5.0,820.24,4101.2
900333,7012611,31162,8.0,873.98,6991.84
900334,7007892,30128,10.0,576.44,5764.4
900335,7001441,30549,1.0,823.5,823.5
900336,7001415,31429,9.0,597.67,5379.03
900337,7002646,30785,1.0,575.15,575.15
900338,7013945,30854,2.0,549.19,1098.38
900339,7009279,30901,9.0,1157.33,10415.97
900340,7012175,30313,4.0,857.33,3429.32
900341,7006559,30447,1.0,90.12,90.12
900342,7004199,30133,4.0,805.97,3223.88
900343,7014994,30044,8.0,792.13,6337.04
900344,7010485,30141,5.0,387.55,1937.75
900345,7002008,30723,11.0,29.65,326.15
900346,7003340,30022,5.0,616.52,3082.6
900347,7010282,30049,4.0,930.35,3721.4
900348,7002361,31170,3.0,561.98,1685.94
900349,7011541,31429,12.0,1090.23,13082.76
900350,7014734,30350,7.0,1095.93,7671.51
900351,7014531,30493,12.0,803.73,9644.76
900352,7004815,30500,9.0,1137.57,10238.13
900353,7010712,30200,4.0,344.73,1378.92
900354,7010085,30912,4.0,840.06,3360.24
900355,7006017,31101,12.0,112.93,1355.16
900356,7005090,30197,4.0,190.62,762.48
900357,7001123,31254,4.0,528.91,2115.64
900358,7014121,30046,1.0,309.25,309.25
900359,7004256,31175,10.0,217.43,2174.3
900360,7013803,30645,10.0,893.5,8935.0
900361,7013692,30742,2.0,1160.23,2320.46
900362,7004913,30063,4.0,697.35,2789.4
900363,7006524,30530,1.0,277.06,277.06
900364,7003052,31364,2.0,585.56,1171.12
900365,7014804,31101,5.0,494.72,2473.6
900366,7012205,30214,6.0,936.27,5617.62
900367,7004904,30425,2.0,886.06,1772.12
900368,7008148,30278,12.0,264.2,3170.4
900369,7002695,31213,7.0,531.61,3721.27
900370,7000576,30321,4.0,506.84,2027.36
900371,7001426,31104,9.0,522.44,4701.96
900372,7009577,31397,9.0,280.14,2521.26
900373,7007154,30397,8.0,897.28,7178.24
900374,7013456,31278,5.0,1104.7,5523.5
900375,7013042,30266,8.0,530.51,4244.08
900376,7012127,30233,10.0,188.09,1880.9
900377,7009492,30408,12.0,247.0,2964.0
900378,7006811,30214,3.0,126.74,380.22
900379,7006540,31118,8.0,958.61,7668.88
900380,7000772,30210,3.0,306.32,918.96
900381,7006752,30485,10.0,1182.95,11829.5
900382,7002184,31199,2.0,985.78,1971.56
900383,7000878,30020,1.0,451.61,451.61
900384,7012100,30359,10.0,612.32,6123.2
900385,7008864,31071,6.0,362.67,2176.02
900386,7006266,31225,11.0,1019.88,11218.68
900387,7012464,30146,9.0,640.41,5763.69
900388,7003329,30921,9.0,1011.28,9101.52
900389,7008818,30540,7.0,475.44,3328.08
900390,7005981,30119,9.0,821.29,7391.61
900391,7011289,31486,12.0,158.32,1899.84
900392,7007955,30453,6.0,450.35,2702.1
900393,7008351,30356,4.0,481.88,1927.53
900394,7012121,30935,10.0,497.24,4972.45
900395,7008054,30501,2.0,466.82,933.64
900396,7003190,30912,4.0,490.49,1961.96
900397,7013274,31096,10.0,737.68,7376.8
900398,7002899,30432,5.0,486.52,2432.6
900399,7002905,31430,9.0,686.87,6181.83
900400,7005693,30692,3.0,65.65,196.95
900401,7005172,30406,12.0,229.98,2759.75
900402,7011091,30704,8.0,101.66,813.28
900403,7003476,31068,6.0,742.71,4456.26
900404,7000626,31434,8.0,333.07,2664.56
900405,7014433,30446,4.0,519.78,2079.12
900406,7008300,31126,7.0,1158.07,8106.49
900407,7005763,30612,12.0,223.53,2682.36
900408,7011474,30884,10.0,133.52,1335.2
900409,7001583,31368,6.0,1018.65,6111.9
900410,7005219,30223,3.0,496.49,1489.47
900411,7002738,30909,8.0,414.9,3319.2
900412,7005713,30746,4.0,692.47,2769.88
900413,7013540,30692,10.0,586.79,5867.9
900414,7004967,30665,9.0,821.17,7390.53
900415,7003161,30880,8.0,642.43,5139.44
900416,7003866,30603,10.0,297.43,2974.3
900417,7003618,31272,8.0,416.74,3333.92
900418,7000362,30146,6.0,892.3,5353.8
900419,7011115,31432,8.0,654.92,5239.36
900420,7003433,30454,11.0,1084.16,11925.76
900421,7012525,31209,1.0,314.79,314.79
900422,7008465,30559,6.0,829.16,4974.96
900423,7008852,30599,6.0,837.9,5027.4
900424,7004404,30361,6.0,309.57,1857.42
900425,7001625,30780,6.0,148.69,892.14
900426,7009921,30351,3.0,995.46,2986.38
900427,7008019,31251,5.0,559.8,2799.0
900428,7014075,31094,6.0,1165.76,6994.56
900429,7005944,30493,2.0,436.78,873.56
900430,7001783,31436,12.0,458.98,5507.76
900431,7005054,31195,11.0,419.97,4619.67
900432,7009411,31057,9.0,373.4,3360.6
900433,7012283,30775,1.0,182.59,182.59
900434,7008450,31329,1.0,262.29,262.29
900435,7006558,31215,8.0,624.99,4999.92
900436,7013544,31005,5.0,396.78,1983.9
900437,7000669,30617,9.0,930.79,8377.11
900438,7000947,30293,1.0,549.98,549.98
900439,7001093,30762,6.0,609.91,3659.46
900440,7000306,31263,2.0,1019.16,2038.32
900441,7000760,30817,11.0,273.02,3003.22
900442,7010057,30111,5.0,922.62,4613.1
900443,7006834,31303,8.0,1125.55,9004.4
900444,7011976,30973,2.0,117.84,235.68
900445,7012919,30514,10.0,995.85,9958.5
900446,7006819,30249,10.0,120.42,1204.2
900447,7013763,30127,3.0,112.3,336.9
900448,7001775,31388,10.0,229.37,2293.7
900449,7012540,30884,10.0,613.27,6132.7
900450,7008276,30471,6.0,1027.27,6163.62
900451,7000183,30780,4.0,266.48,1065.92
900452,7007225,31458,6.0,611.33,3667.98
900453,7000161,31255,1.0,1055.58,1055.58
900454,7007406,30229,3.0,116.38,349.14
900455,7002934,31176,7.0,1070.89,7496.23
900456,7008527,31226,11.0,699.25,7691.75
900457,7006312,30911,3.0,41.7,125.1
900458,7014108,31275,10.0,1146.08,11460.8
900459,7006756,30948,11.0,327.61,3603.71
900460,7001448,30372,9.0,289.91,2609.19
900461,7008575,30658,12.0,80.85,970.2
900462,7005138,30042,8.0,187.01,1496.08
900463,7013417,31375,8.0,464.62,3716.96
900464,7002011,30091,7.0,1003.86,7027.02
900465,7007785,31161,9.0,25.49,229.41
900466,7008196,31176,2.0,680.05,1360.1
900467,7004997,30499,8.0,919.69,7357.52
900468,7006697,30828,10.0,1042.19,10421.9
900469,7000703,30649,7.0,229.25,1604.75
900470,7010387,30376,9.0,501.09,4509.81
900471,7010288,30831,7.0,110.62,774.34
900472,7001270,30601,2.0,1044.57,2089.14
900473,7005867,31278,10.0,352.84,3528.35
900474,7009877,30836,2.0,846.2,1692.4
900475,7004572,30490,2.0,931.12,1862.24
900476,7011179,30991,11.0,880.25,9682.75
900477,7014520,30963,9.0,274.59,2471.31
900478,7009003,30891,2.0,1048.87,2097.74
900479,7004565,30918,2.0,465.75,931.5
900480,7011840,30080,5.0,566.7,2833.5
900481,7006848,30573,6.0,346.29,2077.74
900482,7013691,30603,6.0,1117.93,6707.58
900483,7009191,30253,10.0,1109.87,11098.7
900484,7002587,30858,6.0,320.06,1920.36
900485,7005973,30120,10.0,914.73,9147.3
900486,7007667,30215,7.0,915.93,6411.51
900487,7007982,30783,8.0,264.73,2117.84
900488,7007104,30453,2.0,791.92,1583.84
900489,7010540,31291,8.0,722.89,5783.12
900490,7012577,31039,11.0,30.39,334.29
900491,7006115,30051,6.0,989.96,5939.76
900492,7009691,30903,7.0,589.3,4125.1
900493,7013612,31348,1.0,637.59,637.59
900494,7006289,30608,4.0,855.38,3421.52
900495,7002094,30739,7.0,824.75,5773.25
900496,7005299,31090,7.0,434.26,3039.82
900497,7009060,30469,7.0,149.03,1043.21
900498,7012346,30757,1.0,417.19,417.19
900499,7010673,30379,3.0,628.84,1886.52
900500,7000106,31402,4.0,1116.44,4465.76
900501,7007353,30444,6.0,1081.78,6490.68
900502,7007717,31080,5.0,1097.51,5487.55
900503,7005434,30267,4.0,504.91,2019.64
900504,7005112,30186,8.0,577.96,4623.68
900505,7003587,30418,8.0,424.16,3393.28
900506,7002369,31177,12.0,166.26,1995.07
900507,7010836,31005,9.0,565.59,5090.31
900508,7000155,30300,3.0,394.65,1183.95
900509,7006259,30808,10.0,202.99,2029.9
900510,7004882,31420,12.0,201.76,2421.12
900511,7007805,30672,7.0,616.36,4314.52
900512,7008757,31044,1.0,837.63,837.63
900513,7014655,30163,6.0,190.89,1145.34
900514,7012757,30183,4.0,1118.49,4473.96
900515,7014344,30280,2.0,511.23,1022.46
900516,7002445,31157,7.0,1144.0,8008.0
900517,7008869,30544,3.0,307.43,922.29
900518,7005358,31405,1.0,853.66,853.66
900519,7013135,31023,11.0,599.32,6592.52
900520,7001004,30485,10.0,23.39,233.9
900521,7012130,30790,3.0,1124.64,3373.92
900522,7007930,31170,8.0,714.6,5716.8
900523,7008905,31259,3.0,1194.05,3582.15
900524,7010226,30139,11.0,689.02,7579.22
900525,7003909,30288,7.0,587.14,4109.98
900526,7006405,30731,12.0,641.99,7703.88
900527,7010731,31242,11.0,973.31,10706.41
900528,7012031,31275,1.0,1186.12,1186.12
900529,7004406,30141,3.0,232.53,697.59
900530,7000460,30155,11.0,1168.86,12857.46
900531,7001617,30726,9.0,1188.88,10699.92
900532,7014652,31314,3.0,1105.69,3317.07
900533,7008466,31279,7.0,717.02,5019.14
900534,7000551,30192,7.0,822.21,5755.47
900535,7009504,30127,10.0,130.3,1303.0
900536,7005017,31034,6.0,939.64,5637.84
900537,7010791,30916,9.0,489.75,4407.75
900538,7002056,30821,9.0,818.66,7367.94
900539,7014446,30380,11.0,973.26,10705.86
900540,7013881,31462,3.0,453.3,1359.9
900541,7012650,30309,6.0,809.23,4855.38
900542,7001898,30649,10.0,896.29,8962.9
900543,7008162,31177,11.0,11.49,126.39
900544,7003826,30574,9.0,387.18,3484.62
900545,7012411,30701,4.0,942.27,3769.08
900546,7002605,30690,12.0,629.42,7553.04
900547,7010756,31047,7.0,781.48,5470.36
900548,7008974,30352,6.0,658.04,3948.24
900549,7013058,30067,10.0,260.81,2608.1
900550,7010532,31463,1.0,598.55,598.55
900551,7013880,30286,12.0,830.24,9962.88
900552,7014278,30538,4.0,908.03,3632.12
900553,7000524,31114,4.0,70.45,281.8
900554,7005555,31473,12.0,166.87,2002.42
900555,7002692,31304,7.0,808.97,5662.79
900556,7008924,31369,4.0,300.36,1201.44
900557,7002276,31112,12.0,622.77,7473.24
900558,7014376,31279,4.0,1064.06,4256.24
900559,7008505,31015,6.0,1143.76,6862.56
900560,7000246,30159,3.0,922.35,2767.05
900561,7008103,30446,8.0,325.31,2602.48
900562,7013183,30339,3.0,781.8,2345.4
900563,7012437,31360,8.0,1017.0,8136.0
900564,7011254,30990,4.0,157.22,628.88
900565,7008232,31040,12.0,215.05,2580.6
900566,7003973,31148,2.0,725.99,1451.98
900567,7001369,30167,12.0,898.68,10784.16
900568,7002357,31471,11.0,948.14,10429.54
900569,7001345,30002,12.0,643.74,7724.88
900570,7012344,30967,10.0,76.52,765.2
900571,7000223,30011,8.0,748.09,5984.72
900572,7006134,30788,12.0,575.88,6910.56
900573,7000032,30591,5.0,760.77,3803.85
900574,7005726,30486,9.0,106.71,960.39
900575,7014475,30617,12.0,434.19,5210.28
900576,7010113,30102,6.0,1071.62,6429.72
900577,7009222,31238,8.0,551.92,4415.36
900578,7013711,31256,10.0,1021.34,10213.4
900579,7012991,30128,7.0,282.2,1975.4
900580,7008188,30822,10.0,927.78,9277.8
900581,7012261,30165,12.0,479.21,5750.52
900582,7010711,30007,3.0,278.51,835.53
900583,7008168,31193,5.0,1028.8,5144.0
900584,7002035,31372,9.0,585.56,5270.04
900585,7001335,30992,10.0,145.56,1455.65
900586,7008274,30976,3.0,615.28,1845.84
900587,7000598,30425,1.0,600.37,600.37
900588,7000008,30532,1.0,1097.62,1097.62
900589,7002796,31117,12.0,590.75,7089.0
900590,7007428,30915,6.0,1163.99,6983.94
900591,7005323,30203,2.0,1097.32,2194.64
900592,7000852,31433,3.0,354.72,1064.16
900593,7008789,30906,8.0,211.08,1688.64
900594,7006942,31128,2.0,132.74,265.48
900595,7012915,30332,8.0,855.26,6842.08
900596,7003217,30013,8.0,116.16,929.28
900597,7004283,30439,5.0,15.29,76.45
900598,7004908,30948,6.0,407.51,2445.06
900599,7000084,31392,7.0,420.47,2943.29
900600,7012078,31263,7.0,497.14,3479.98
900601,7000412,31475,2.0,1008.86,2017.72
900602,7004475,31450,7.0,969.81,6788.67
900603,7007744,30701,5.0,1015.91,5079.55
900604,7011975,30683,6.0,63.52,381.12
900605,7010837,30770,3.0,567.13,1701.39
900606,7010674,31483,4.0,816.3,3265.2
